BAIRRO,TIPOESC,num_alunos
VILA ESTER (ZONA NORTE),EMEI,928
CUPECE,CEI INDIR ,927
JARDIM GUARUJÁ,CEI DIRET ,927
JARDIM RECORD,CEI DIRET ,927
PEDREIRA,CR.P.CONV ,927
VILA ANTONIO,EMEI      ,927
VILA MISSIONARIA,CEI DIRET ,927
JARDIM HELENA,MOVA        ,925
JARDIM MARIA LUIZA,EMEI        ,925
CIDADE LÍDER,CEI DIRET ,924
INTERLAGOS,CEI INDIR ,924
JARDIM SANTA LUCRÉCIA,MOVA,924
JARDIM SAPOPEMBA,CEI INDIR ,924
JARDIM VISTA LINDA,CEI INDIR ,924
LIMOEIRO,CEI DIRET ,924
PARADA XV DE NOVEMBRO,MOVA,924
RIO PEQUENO,MOVA      ,924
VILA DIVA (ZONA LESTE),CEI INDIR ,924
VILA ITABERABA,CR.P.CONV,924
CHÃCARA DA ENSEADA,CR.P.CONV   ,923
ALTO DA RIVIERA,MOVA      ,921
CHÁCARA SANTO ANTÔNIO (ZONA LESTE),CR.P.CONV ,921
CONJUNTO HABITACIONAL SITIO CONCEICAO,CEI INDIR ,921
FAZENDA DA JUTA,MOVA      ,921
LAGEADO,MOVA      ,921
QUINTA DA PAINEIRA,EMEI        ,921
VILA ANTÔNIO,CEI DIRET ,921
VILA CONDE DO PINHAL,CEI INDIR ,921
VILA SÃO FRANCISCO,CEI DIRET ,921
JARDIM CATANDUVA,CR.P.CONV   ,920
IPIRANGA,CEI INDIR ,918
JARDIM ANA LUCIA,CEI DIRET ,918
JARDIM MIRANTE,CR.P.CONV ,918
JARDIM NOSSA SENHORA DO CARMO,CEI DIRET ,918
JARDIM ORIENTAL,CEI INDIR ,918
JARDIM SÔNIA REGINA,CEI DIRET ,918
JARDIM UMUARAMA,CEI INDIR ,918
JARDIM VILA CARRAO,CEI DIRET ,918
CAMPO BELO,ESC.PART.,917
JARDIM REGIS,ESP CONV,916
JARDIM SANTA TEREZINHA (ZONA LESTE),CEI INDIR,916
VILA MONUMENTO,CR.P.CONV   ,916
VELEIROS,CR.P.CONV ,915
VILA CARRÃO,CR.P.CONV ,915
VILA SANTA MARIA,MOVA,915
CHÃCARA SANTANA,CEI DIRET   ,914
VILA NATAL,CR.P.CONV   ,913
JARDIM IPÊ,MOVA,912
JARDIM RINCAO,CEI DIRET ,912
JARDIM SÃO JOAQUIM,CEI DIRET ,912
PARQUE PANAMERICANO,CR.P.CONV   ,912
VILA AIMORE,CEI DIRET ,912
VILA ALBERTINA,CEI INDIR ,912
CIDADE SÃƒO MATEUS,MOVA        ,910
CONJUNTO HABITACIONAL VILA NOVA CACHOEIR,MOVA,910
JARDIM MYRNA,CR.P.CONV,910
JARDIM SANTO ELIAS,MOVA,910
JARDIM SÃO SEBASTIÃO,CR.P.CONV,910
PARQUE CRUZEIRO DO SUL,MOVA,910
VILA ZAT,MOVA,910
CAMPOS ELÍSEOS,CEI INDIR ,909
CIDADE LIDER,CEI DIRET ,909
JARDIM ESTER,CR.P.CONV ,909
JARDIM NAZARETH,ESP CONV,909
JARDIM TIETE,CEI DIRET ,909
MOÓCA,CR.P.CONV ,909
PARQUE SANTO ANTÔNIO,CEI DIRET ,909
JARDIM AMÁLIA,CR.P.CONV ,908
JARDIM BELÉM,CR.P.CONV ,906
JARDIM BOTUCATU,CEI DIRET ,906
JARDIM CASA GRANDE,CR.P.CONV   ,906
JARDIM DAS GRACAS,CR.P.CONV ,906
JARDIM PÉROLA II,CR.P.CONV ,906
PARQUE DOM JOAO NERI,CEI INDIR ,906
PARQUE NOVO SANTO AMARO,CEI DIRET ,906
SANTANA,EMEI        ,906
JARDIM IRAPIRANGA,CEI INDIR   ,905
SÃTIO DO MANDAQUI,CR.P.CONV   ,905
PARQUE BRASIL,CR.P.CONV   ,904
CIDADE NOVA HELIOPOLIS,EMEI      ,903
GUAIANAZES,MOVA      ,903
JARDIM DONA SINHÁ,CEI INDIR ,903
JARDIM LUSO,CR.P.CONV ,903
JARDIM POPULAR,CEI DIRET ,903
PARQUE REGINA,EMEI        ,902
Jardim Capela,CR.P.CONV,901
JARDIM JACANA,MOVA,900
JARDIM JAÇANÃ,MOVA,900
JARDIM RUTH,CEI DIRET ,900
JARDIM SANTA EDWIGES CAPELA DO SOCORRO,MOVA,900
JARDIM SAO PEDRO,CR.P.CONV,900
VILA NOVA PERUS,CEI DIRET ,900
CIDADE CENTENARIO,CEI DIRET ,897
JARDIM MARILIZA,CEI DIRET ,897
VILA NAIR,CEI INDIR ,897
AGUA BRANCA,CEI INDIR ,894
BARRA FUNDA,CR.P.CONV ,894
BRASILÃ‚NDIA,MOVA        ,894
JARDIM NOVO PARELHEIROS,CR.P.CONV ,894
VILA EUTHALIA,CEI DIRET ,894
JARDIM BRASIL,MOVA        ,893
VILA DAS BELEZAS,CEU EMEI    ,893
CAXINGUI,EMEI      ,891
CIDADE ANTÔNIO ESTEVÃO DE CARVALHO,MOVA      ,891
CIDADE LIDER,CEI INDIR ,891
JARDIM DOM JOSÃ‰,CR.P.CONV   ,891
JARDIM HELGA,CEI INDIR ,891
JARDIM IPANEMA,CEI DIRET ,891
JARDIM SANTA JOSEFINA,MOVA,889
PIRAJUSSARA,CEU EMEI    ,889
VILA MARIA,CR.P.CONV   ,889
JARDIM AVELINO,CR.P.CONV ,888
JARDIM SABARÁ,CEI DIRET ,888
JARDIM TIETÊ,MOVA,888
JARDIM UBIRAJARA (ZONA SUL),EMEI,888
JARDIM UBIRAJARA (ZONA SUL),EMEI      ,888
VILA SANTANA,CR.P.CONV ,888
VILA VERDE,CR.P.CONV   ,887
CHACARA MAFALDA,CR.P.CONV ,885
CIDADE ADEMAR,MOVA,885
JARDIM JAQUELINE,CR.P.CONV   ,885
JARDIM NAKAMURA,CEI DIRET ,885
JARDIM NORMA,CR.P.CONV ,885
JARDIM PAQUETA ZONA NORTE,CR.P.CONV,885
VILA AMÁLIA (ZONA LESTE),CR.P.CONV ,885
PLANALTO PAULISTA,MOVA,884
JARDIM AURORA ZONA LESTE,CR.P.CONV   ,883
CATUMBI,CEI INDIR,882
CATUMBI,CEI INDIR ,882
CIDADE SAO MATEUS,CEI DIRET,882
GUAIAUNA,CEI INDIR ,882
ITAIM BIBI,EMEI      ,882
JARDIM RAPOSO TAVARES,CEI INDIR ,882
TATUAPÉ,CR.P.CONV ,882
VILA BRASILINA,CEI DIRET ,882
CONJUNTO HABITACIONAL SITIO CONCEICAO,CR.P.CONV   ,881
JARDIM ROBRU,CEI INDIR   ,880
PEDREIRA,MOVA,880
CIDADE JÚLIA,CEI INDIR ,879
CONJUNTO PROMORAR RIO CLARO,CEI DIRET ,879
JARDIM IMBÉ,CEI DIRET ,879
JARDIM JAPÃO,CEI DIRET ,879
JARDIM SANTA TEREZINHA (PEDREIRA),CEI INDIR ,879
PARQUE ARTUR ALVIM,CEI DIRET ,879
VILA EMA,EMEI      ,879
VILA GRACIOSA,CR.P.CONV ,879
VILA ISABEL,CR.P.CONV ,879
VILA PARANAGUÃ,CR.P.CONV   ,877
CHÁCARA SANTANA,MOVA,876
JARDIM LIBANO,CEI DIRET ,876
JARDIM MONTE VERDE,CR.P.CONV ,876
JARDIM CIDADE PIRITUBA,MOVA,875
VILA INÁCIO,CR.P.CONV ,875
JARDIM ANHANGUERA,EMEI      ,873
JARDIM ROSSIN,CEI DIRET ,873
JARDIM ALFREDO,CR.P.CONV,872
VILA OLINDA,CR.P.CONV,872
JARDIM MORENO,CEI INDIR ,870
JARDIM SÃO FRANCISCO,CEI INDIR ,870
JARDIM IMBÉ,CR.P.CONV ,867
JARDIM MITSUTANI,CR.P.CONV ,867
PARQUE ALTO DO RIO BONITO,CEI DIRET ,867
PARQUE SANTA MADALENA,CEI DIRET ,867
VILA PRINCESA ISABEL,CEI INDIR   ,867
VILA PRUDENTE,CEI INDIR ,867
JARDIM COMERCIAL,MOVA,864
JARDIM SOUZA,CEI DIRET ,864
RIO PEQUENO,CR.P.CONV ,864
VILA PROGRESSO,CEI DIRET ,864
MOOCA,ESC.PART.,862
VILA PEREIRA BARRETO,CR.P.CONV ,862
VILA SIMONE,CR.P.CONV   ,862
LIBERDADE,CR.P.CONV ,861
VILA CLARICE,CECI      ,861
VILA RE,CR.P.CONV,861
BALNEÁRIO SÃO FRANCISCO,EMEI,860
JARDIM DA PEDREIRA,EMEI        ,860
JARDIM PÉROLA I,MOVA,860
JARDIM SANTA TEREZINHA (ZONA LESTE),CEI DIRET ,858
PARAISÓPOLIS,CEI INDIR ,858
CIDADE TIRADENTES,MOVA,857
CIDADE CENTENÁRIO,ESP CONV,856
JARDIM ÂNGELA (ZONA SUL),MOVA,856
VILA COSMOPOLITA,CR.P.CONV   ,856
CHÁCARA DA ENSEADA,MOVA      ,855
JARDIM DAS CAMÉLIAS,CR.P.CONV,855
JARDIM ETELVINA,CEI DIRET ,855
JARDIM GUAPIRA,CR.P.CONV,855
JARDIM MARQUESA,CEI INDIR,855
JARDIM MARQUESA,CEI INDIR ,855
JARDIM ROSANA,CEI DIRET ,855
JARDIM SANTA CRUZ (SACOMÃ),CR.P.CONV,855
PARQUE BOA ESPERANCA,CEI DIRET ,855
PARQUE SANTA AMELIA,CEI DIRET ,855
CIDADE NOVA HELIOPOLIS,CCA,854
CHÁCARA NOSSA SENHORA DO BOM CONSELHO,CR.P.CONV,852
CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO,MOVA      ,852
JARDIM BRASÍLIA (ZONA NORTE),CEI INDIR,852
MOOCA,CEI DIRET ,852
VILA BAUAB,CR.P.CONV,850
VILA SANTA CATARINA,ESC.PART.,850
CONJUNTO HABITACIONAL INÁCIO MONTEIRO,CEI DIRET ,849
VILA SÃO JOSÉ (GUAIANAZES),CR.P.CONV ,847
JARDIM SANTA MARGARIDA,CR.P.CONV ,846
PARQUE NAÇÕES UNIDAS,CR.P.CONV ,846
VILA INACIO,CEI DIRET ,846
VILA SANTA TERESINHA,CR.P.CONV ,844
JARDIM ROMANO,CEI DIRET ,843
JARDIM SOUZA,CR.P.CONV ,843
VILA DO ENCONTRO,CEI INDIR ,843
ILHA DO BORORE,CR.P.CONV ,842
VILA DIONISIA,CR.P.CONV   ,842
JARDIM CACHOEIRA,EMEI        ,841
JARDIM NOVO PARELHEIROS,CR.P.CONV   ,841
VILA LEOPOLDINA,CR.P.CONV ,841
BALNEÁRIO SÃO JOSÉ,CR.P.CONV ,840
VILA LEOPOLDINA,CEI DIRET ,840
VILA SOCORRO,EMEI      ,840
JARAGUA,CR.P.CONV ,837
JARDIM MYRNA,EMEI        ,837
JARDIM SANTO ANDRE,MOVA      ,837
JARDIM UBIRAJARA (ZONA SUL),CR.P.CONV ,837
PARQUE FONGARO,CR.P.CONV,835
PARQUE NACOES UNIDAS,CEI INDIR   ,835
JARDIM PANORAMA (ZONA LESTE),EMEI      ,834
JARDIM VITÓRIA,CR.P.CONV ,834
BRÃS,CEI DIRET   ,833
ERMELINO MATARAZZO,CR.P.CONV   ,833
UMARIZAL,EMEI        ,832
JARDIM CATANDUVA,CEI DIRET ,831
JARDIM SAO CARLOS,MOVA      ,831
JARDIM SOARES,CR.P.CONV ,831
LIMOEIRO,CR.P.CONV   ,831
JARDIM DAS ROSAS (IGUATEMI),MOVA,830
JARDIM DAS ROSAS IGUATEMI,MOVA,830
JARDIM JUREMA,CR.P.CONV,830
BALNEARIO SAO FRANCISCO,CEU EMEI    ,829
GUACURI,CR.P.CONV,828
JARDIM BRASÍLIA (ZONA NORTE),CR.P.CONV,828
JARDIM SANTA ADELIA,CEI DIRET ,828
VILA ANTONIETA,CEI DIRET ,828
JARDIM MARACANÃƒ,EMEI        ,827
CASA VERDE,MOVA,826
VILA DO ENCONTRO,CEU EMEI    ,826
VILA PIRAJUSSARA,CR.P.CONV   ,826
JARDIM CAMARGO NOVO,MOVA      ,825
JARDIM D ABRIL,CEI DIRET ,825
JARDIM SANTA TEREZINHA (ZONA LESTE),MOVA      ,825
PARQUE VILA MARIA,CEI DIRET ,825
VELEIROS,CEI DIRET ,825
TATUAPÃ‰,CEI INDIR   ,824
JARDIM ANTÃRTICA,EMEI        ,823
JARDIM DAS LARANJEIRAS,CR.P.CONV ,822
JARDIM REIMBERG,EMEF        ,822
JARDIM SANTA ADÉLIA,EMEI      ,822
JARDIM SÃO PAULO(ZONA NORTE),CEI INDIR ,822
VILA RUI BARBOSA,CR.P.CONV   ,822
CONJUNTO HABITACIONAL A E CARVALHO,MOVA        ,820
JARDIM SAO JOAO SAO RAFAEL,MOVA,820
JARDIM SÃO JOÃO (SÃO RAFAEL),MOVA,820
PARQUE EDU CHAVES,EMEI        ,820
TREMEMBÉ,MOVA,820
VILA CRUZEIRO,CR.P.CONV   ,820
VILA JOANIZA,EMEI        ,820
VILA SÃO NICOLAU,CEI INDIR ,820
CONJUNTO PROMORAR RIO CLARO,CEU EMEI    ,819
JARDIM SIPRAMAR,CR.P.CONV ,819
JARDIM BELCITO,CEU EMEI    ,817
JARDIM ELIANA,CEU EMEI,817
CONJUNTO HABITACIONAL INACIO MONTEIRO,CR.P.CONV ,816
JARDIM ALVORADA,CR.P.CONV ,816
JARDIM CAGUASSU,CEI DIRET ,816
JARDIM PLANALTO,CEI DIRET ,816
VILA DA PAZ,MOVA,816
VILA NHOCUNE,CR.P.CONV ,816
CONJ HABIT PADRE MANOEL DA NOBREGA,CEI DIRET ,813
FAZENDA CAGUAÇU,CR.P.CONV ,813
JARDIM HELGA,CR.P.CONV ,813
PARQUE TIETE,MOVA      ,813
VILA ANDRADE,CEI DIRET ,813
JARDIM PARANÃ,CEU EMEI    ,812
PARQUE SÃƒO LUCAS,CR.P.CONV   ,812
VILA AMÁLIA (ZONA NORTE),CR.P.CONV ,812
VILA POPULAR,CR.P.CONV,812
CONJUNTO HABITACIONAL JUSCELINO KUBITSCH,CR.P.CONV   ,811
CASA VERDE ALTA,CEI INDIR,810
CASA VERDE ALTA,CEI INDIR ,810
JARDIM AUGUSTA,CR.P.CONV ,810
JARDIM RODOLFO PIRANI,CR.P.CONV ,810
MORUMBI,CR.P.CONV   ,810
VILA DOS REMÉDIOS,CR.P.CONV,810
VILA JARAGUÁ,CR.P.CONV ,810
VILA NHOCUNE,CEI DIRET ,810
CAMPOS ELÃSEOS,CR.P.CONV   ,809
CHÁCARA FLÓRIDA,CR.P.CONV ,807
JARDIM SANTA TERESINHA,MOVA      ,807
JARDIM SAO SAVERIO,EMEI        ,807
SAÚDE,CEI INDIR ,807
SÉ,CR.P.CONV ,807
VILA DA PAZ,CR.P.CONV ,807
VILA MAZZEI,CR.P.CONV ,807
VILA REGINA,CR.P.CONV ,807
VILA SIQUEIRA ZONA NORTE,EMEI        ,806
PERDIZES,ESC.PART.,805
CIDADE PATRIARCA,MOVA,804
INDIANÓPOLIS,CEI DIRET ,804
JARDIM CLÁUDIA,CR.P.CONV,804
JARDIM DAS CAMELIAS,CEI INDIR   ,804
JARDIM ESMERALDA,CEI INDIR ,804
JARDIM PÉROLA II,MOVA,804
JARDIM SANTA FE,CR.P.CONV,804
JARDIM SÃO BENTO NOVO,MOVA,804
VILA ZAT,CR.P.CONV ,804
JARDIM FLORESTA,EMEI        ,802
PACAEMBU,CR.P.CONV ,801
PARQUE SAO JORGE,EMEI      ,801
VILA MASCOTE,CEI INDIR ,801
CONJUNTO HABITACIONAL JOVA RURAL,EMEI        ,800
JARDIM KIOTO,CEMEI       ,800
PARQUE NOVO MUNDO,CEI INDIR   ,800
VILA GUARANI (Z SUL),CR.P.CONV,800
JARDIM PAULISTANO ZONA NORTE,CEU EMEI    ,798
PARQUE DOM JOÃO NERI,CR.P.CONV ,798
VILA JACUÍ,MOVA      ,798
JARDIM ITACOLOMI,EMEI        ,797
PARQUE GUARANI,MOVA,797
CASA VERDE ALTA,CR.P.CONV ,795
INSTITUTO DE PREVIDÊNCIA,CR.P.CONV ,795
JARDIM DOS ALAMOS,CR.P.CONV   ,795
JARDIM SANTA LUCRECIA,CEU EMEI    ,795
JARDIM ÁUREA,CR.P.CONV ,795
PARQUE ALVES DE LIMA,CR.P.CONV ,795
SÍTIO MORRO GRANDE,CEI INDIR ,794
VILA AIMORÃ‰,CR.P.CONV   ,794
CANTINHO DO CEU,CEU EMEI    ,793
VILA BELA,CR.P.CONV   ,793
CONJUNTO RESIDENCIAL VISTA VERDE,CEI INDIR ,792
JARDIM DA CONQUISTA (ZONA LESTE),CR.P.CONV ,792
JARDIM MITSUTANI,CEI DIRET ,792
JARDIM STO ANDRE,CR.P.CONV ,792
JARDIM SÃO BENTO NOVO,CEI DIRET ,792
SÃO JOÃO CLÍMACO,CEI DIRET ,792
VILA HELIÓPOLIS,CEI INDIR ,792
VILA INACIO,MOVA      ,792
PARQUE CÃSPER,CEI INDIR   ,791
VILA MOREIRA,CEU EMEI    ,790
VILA SÃLVIA,CEI INDIR   ,790
JARDIM ROSELI,CR.P.CONV   ,789
PARQUE ARARIBA,CR.P.CONV ,789
VILA ANTONIETA,CR.P.CONV   ,789
VILA BUARQUE,CR.P.CONV ,789
VILA DIONISIA,CR.P.CONV ,789
BALNEÃRIO MAR PAULISTA,CR.P.CONV   ,787
IPIRANGA,CEI DIRET ,786
JARDIM ITAPEMIRIM,CR.P.CONV ,786
JARDIM SAO BERNARDO,CEI DIRET ,786
JARDIM UBIRAJARA,CR.P.CONV ,786
VILA TERESINHA,MOVA      ,786
CHÃCARA SANTA ETELVINA,CR.P.CONV   ,785
JARDIM APURÃ,CR.P.CONV   ,785
JARDIM DOS IPÊS,CR.P.CONV,785
JARDIM HELENA,CEU EMEI    ,785
VILA LOURDES,CR.P.CONV   ,785
VILA CARRÃƒO,CR.P.CONV   ,784
BUTANTÃ,EMEI      ,783
JARDIM MARIA SAMPAIO,CR.P.CONV ,783
PARAÍSO,EMEI      ,783
PARQUE SAO RAFAEL,EMEI        ,783
VILA AURORA,CR.P.CONV ,783
VILA SANTA CATARINA,CR.P.CONV   ,783
VILA SÃO GERALDO,CR.P.CONV,783
CONJ PROMORAR ESTRADA DA PARADA,EMEI        ,782
CATUMBI,EMEI        ,780
JARDIM DA LARANJEIRA ZONA LESTE,CEU EMEI    ,780
JARDIM GUANCA,CR.P.CONV   ,780
JARDIM SANTA EDWIGES CAPELA DO SOCORRO,CR.P.CONV,780
LUZ,CR.P.CONV ,780
PARQUE AMÉRICA,CEI INDIR ,780
VILA BRASILANDIA,CEI DIRET ,780
JARDIM SANTO ANDRÃ‰,CEI DIRET   ,779
CAMPOS ELISEOS,CR.P.CONV ,777
CONJUNTO RESIDENCIAL PRESTES MAIA,CR.P.CONV ,777
JARDIM MONTE ALEGRE,MOVA      ,777
JARDIM ROSELI,CEI DIRET ,777
VILA FÁTIMA,CEI DIRET ,777
VILA NOVA YORK,CR.P.CONV ,777
JARDIM RINCÃƒO,CR.P.CONV   ,776
VILA CALIFÓRNIA(ZONA SUL),ESP CONV,776
JARDIM VILA FORMOSA,CR.P.CONV ,774
VILA BELA,CR.P.CONV ,774
VILA DOUTOR EIRAS,CEI INDIR ,774
VILA IPOJUCA,EMEI      ,774
CIDADE ANTÃ”NIO ESTEVÃƒO DE CARVALHO,CEU EMEI    ,773
VILA MARIA BAIXA,EMEI        ,772
VILA ROSARIA,CR.P.CONV   ,772
CONJUNTO HABITACIONAL FAZENDA DO CARMO,EMEI        ,771
JARDIM CRISTÁLIA,MOVA      ,771
JARDIM PERI NOVO,CR.P.CONV ,771
SAO MIGUEL PAULISTA,CR.P.CONV ,771
JARDIM VERGUEIRO (SACOMÃ),CR.P.CONV,770
VILA MISSIONARIA,CR.P.CONV   ,770
JARDIM PANORAMA D OESTE,CR.P.CONV ,768
JARDIM RINCÃO,MOVA      ,768
VILA ODETE,CR.P.CONV ,768
SÍTIO ITABERABA I,CR.P.CONV ,766
JARDIM IVA,CEI DIRET ,765
JARDIM POPULAR,EMEI        ,765
PARQUE MARIA HELENA,CEI DIRET ,765
CIDADE DUTRA,CEU EMEI    ,764
CONJUNTO HABITACIONAL TEOTONIO VILELA,CEI INDIR   ,764
JARDIM LEONOR MENDES DE BARROS,CR.P.CONV   ,764
JARDIM PAULO VI,CEU EMEI    ,764
PARQUE CÍSPER,CR.P.CONV ,764
VILA NATAL,EMEI        ,764
JARDIM ANHANGÃœERA,CEU EMEI    ,763
JARDIM MONTE VERDE,MOVA,763
JARDIM PRUDÃŠNCIA,MOVA        ,763
CIDADE NITRO OPERARIA,CEI INDIR ,762
JARDIM KERALUX,MOVA,762
JARDIM SERTÃOZINHO,CR.P.CONV ,762
PARQUE AMERICA,CEI DIRET ,762
PARQUE DOROTEIA,CR.P.CONV ,762
SÍTIO MORRO GRANDE,CR.P.CONV ,762
CHÃCARA SANTANA,CR.P.CONV   ,761
PARQUE BOA ESPERANCA,CEU EMEI    ,761
BORTOLÂNDIA,CR.P.CONV,760
CONJ RESIDENCIAL PADRE MANUEL DA NOBREGA,EMEI,760
PARQUE DOS BANCÃRIOS,CEI INDIR   ,760
PARQUE ESPERANCA,MOVA,760
VILA CALIFÓRNIA,CR.P.CONV,760
VILA CURUÇÁ,CEI INDIR,760
JARDIM CAMBARA,CEI INDIR ,759
PARQUE DAS CEREJEIRAS,CR.P.CONV ,759
VILA RUBI,CEU EMEI    ,759
JARDIM NOVO PARELHEIROS,CEU EMEI    ,758
COHAB MARECHAL MASCARENHAS DE MORAIS,EMEI        ,757
VILA BRASILINA,CR.P.CONV   ,757
VILA GUARANI,EMEI        ,757
IPIRANGA,ESC.PART.,756
JARDIM DAS IMBUIAS,CR.P.CONV,756
MORRO DO ÍNDIO,MOVA,756
VILA BUTANTA,MOVA,756
VILA CONSTÂNCIA,CEI DIRET ,756
VILA PARANAGUÁ,CR.P.CONV ,756
VILA SANTA LÃšCIA,CEMEI       ,755
JARDIM BRASILIA ZONA LESTE,EMEI        ,754
JARDIM DAS GRAÇAS,MOVA,754
JARDIM DAS GRAÇAS,MOVA      ,754
COLONIA,CR.P.CONV ,753
PARQUE SÃO MIGUEL,CR.P.CONV ,753
VILA GUMERCINDO,EMEI      ,753
VILA ROMANA,CEI INDIR ,753
VILA SANTISTA,EMEI        ,753
VILA HELENA,CR.P.CONV   ,752
CHACARA CRUZEIRO DO SUL,EMEI        ,751
JARDIM ANGELA ZONA LESTE,CEI INDIR   ,751
PARQUE SANTA RITA,CR.P.CONV   ,751
VILA INVERNADA,EMEI        ,751
JARDIM SÃO JOÃO (ZONA NORTE),CR.P.CONV,750
PARQUE AMERICA,EMEI        ,750
ENGENHEIRO GOULART,CEI INDIR   ,749
JARDIM SANTA MARGARIDA,CEI INDIR,748
PARQUE DOROTEIA,EMEI        ,748
VILA CHABILANDIA,CR.P.CONV   ,748
VILA CLARA,CR.P.CONV   ,748
JARDIM CAPELINHA,EMEI        ,747
JARDIM COIMBRA,CEI DIRET   ,747
JARDIM MAIA,MOVA      ,747
CIDADE D ABRIL,EMEI        ,746
JARDIM IRACEMA,CEI INDIR   ,745
PARQUE JABAQUARA,CEI INDIR   ,745
VILA AUREA,CR.P.CONV   ,745
GUAPIRA,CEU EMEI    ,744
JARDIM VARGINHA,MOVA      ,744
VILA DALVA,CR.P.CONV   ,744
VILA MARIA,CCA,744
CHÃCARA SANTA MARIA,CEU EMEI    ,743
FAZENDA DA JUTA,CR.P.CONV   ,742
JARDIM CÃ‰LIA,CEU EMEI    ,742
PARQUE PERUCHE,CR.P.CONV   ,742
VILA AIMORÉ,CEU EMEI,742
JARDIM CABUÇU,CEI INDIR ,741
PINHEIROS,CEI DIRET ,741
VILA GUSTAVO,CR.P.CONV ,741
VILA MADALENA,EMEI      ,741
VILA RÉ,CEI INDIR ,741
JARDIM ELISA MARIA,CEI DIRET ,740
JARDIM MODELO,CEU EMEI    ,740
JARDIM SANTA FE ZONA OESTE,EMEI        ,740
BARRAGEM,CECI      ,738
JARDIM BARTIRA,CR.P.CONV   ,738
JARDIM MARACANÃƒ,CEI INDIR   ,738
JARDIM REPUBLICA,MOVA      ,738
JARDIM SANTA MONICA,CEI INDIR ,738
PRAIA DO LEBLON,CR.P.CONV ,738
VILA ALBANO,CR.P.CONV ,736
VILA SANTA TERESA ZONA LESTE,CR.P.CONV   ,736
CHÁCARA SANTO ANTÔNIO (ZONA SUL),CR.P.CONV,735
CHÁCARA SANTO ANTÔNIO (ZONA SUL),CR.P.CONV ,735
JARDIM AURORA,MOVA,735
JARDIM SANTA TEREZINHA ZONA LESTE,CEU EMEI    ,735
JARDIM SAO JOAO ZONA NORTE,EMEI        ,735
SICILIANO,CEI DIRET ,735
ITAIM PAULISTA,CEU EMEI    ,734
JARDIM CASA GRANDE,EMEI        ,734
JARDIM ELEDY,CEU EMEI    ,733
JARDIM ANÁLIA FRANCO,ESP CONV,732
PLANALTO PAULISTA,EMEI      ,732
VILA ANASTACIO,EMEI      ,732
VILA FANTON,CEU EMEI    ,732
PARQUE CISPER,EMEI        ,731
SÃO MIGUEL PAULISTA,EMEI,731
VILA JACUÃ,EMEI        ,731
JARDIM JACANA,CR.P.CONV,730
JARDIM JAÇANÃ,CR.P.CONV,730
JAGUARE,CEU EMEI    ,729
JARDIM DAS PALMAS,CEI DIRET ,729
REAL PARQUE,CR.P.CONV ,729
CONJUNTO HABITACIONAL INSTITUTO ADVENTIS,CEI INDIR   ,728
SÃTIO DO PIQUERI,CR.P.CONV   ,728
INDIANÓPOLIS,EMEI      ,726
JARDIM NORONHA,CR.P.CONV ,726
ITAQUERA,CEI DIRET   ,724
JARDIM SIPRAMAR,EMEI        ,724
PARQUE SÃO DOMINGOS,CR.P.CONV ,724
UMARIZAL,CR.P.CONV,724
VILA MISSIONARIA,EMEI        ,724
CHÁCARA BELENZINHO,CR.P.CONV ,723
JARDIM MARABÁ,CR.P.CONV ,723
VILA BEATRIZ,EMEI        ,723
JARDIM CAMPINAS,EMEI        ,722
ESTÂNCIA JARAGUÁ,CR.P.CONV ,720
JACANA,EMEI        ,720
JARDIM DOS FRANCOS,CR.P.CONV ,720
VILA CARMOSINA,CR.P.CONV ,720
VILA LUCIA,CEI INDIR ,720
VILA NHOCUNE,CEI INDIR ,720
JARDIM CATANDUVA,EMEI      ,719
JARDIM CATANDUVA,EMEI        ,719
VILA EDE,CEI INDIR   ,719
VILA PERUS,EMEI        ,719
CIDADE VARGAS,CR.P.CONV   ,717
JARDIM FELICIDADE ZONA OESTE,CR.P.CONV,717
SACOMA,CR.P.CONV ,717
JARDIM TEREZA,EMEI        ,716
PIQUERI,CR.P.CONV ,716
PARQUE CÍSPER,MOVA,715
CANTINHO DO CÃ‰U,CR.P.CONV   ,714
JARDIM LOURDES,EMEI        ,714
JARDIM ROSA MARIA,CEI DIRET ,714
JARDIM WILMA FLOR,CR.P.CONV ,714
BARRO BRANCO ZONA NORTE,EMEI        ,712
JARDIM GUARANI,EMEI        ,712
PARAISÃ“POLIS,EMEI        ,712
PARAISÓPOLIS,EMEI      ,712
VILA SOFIA,ESC.PART.,712
JARDIM PEDRO JOSE NUNES,EMEI        ,711
JARDIM SÃO JUDAS TADEU,CR.P.CONV,711
RIVIERA PAULISTA,CR.P.CONV   ,710
VILA BOAÇAVA,CR.P.CONV,710
VILA BUARQUE,ESC.PART.,710
RECANTO CAMPO BELO,EMEI        ,709
ITAIM BIBI,CEI INDIR ,708
JARDIM RODOLFO PIRANI,MOVA        ,708
JARDIM SAO GONCALO,MOVA,708
PARQUE SÃO LUÍS,CR.P.CONV ,708
VILA MADALENA,CR.P.CONV ,708
JARDIM MACEDÃ”NIA,CR.P.CONV   ,707
GUAIANASES,EMEI        ,706
PARQUE BRISTOL,CEU EMEI    ,706
PARQUE REGINA,CEI DIRET   ,706
JARDIM JAPAO,EMEI      ,705
JARDIM NORDESTE,CEI INDIR   ,705
